Sensor: LSM6DSL Gyroscope
Vendor: STM
TimestampGyro [ns]; GyroX [rad/s]; GyroY [rad/s]; GyroZ [rad/s]
475028425218075;-0.0409;-0.0284;0.0497;
475028445239959;-0.1222;0.0162;-0.0773;
475028465219998;0.0293;0.0584;-0.0987;
475028485230459;0.0989;0.0333;-0.0278;
475028505223190;-0.1161;-0.0601;0.0284;
475028525225344;-0.0886;0.0138;-0.0187;
475028545225882;0.0324;0.0553;-0.1091;
475028565246152;0.0592;0.0260;0.0051;
475028585150459;-0.0794;-0.0278;0.0143;
475028605223421;-0.1246;0.0303;-0.0327;
475028625219575;-0.0104;0.0602;-0.0871;
475028645247267;0.0757;-0.0516;0.0705;
475028665219152;-0.0525;0.0058;-0.0578;
475028685217036;-0.0739;0.0969;-0.1018;
475028705220344;0.0525;-0.0021;-0.0089;
475028725216498;0.0556;-0.0516;0.0913;
475028747674882;-0.1228;-0.0070;-0.0242;
475028766327382;-0.0257;0.0462;-0.0877;
475028785145536;0.0941;-0.0333;0.0620;
475028805153690;-0.0495;-0.0320;-0.0260;
475028825128459;-0.0965;0.0645;-0.0657;
475028845175344;0.0250;0.0126;-0.0621;
475028865225728;0.0904;-0.0070;0.0375;
475028885169113;-0.0599;0.0083;-0.0541;
475028905190305;-0.0544;0.0199;-0.0266;
475028925195190;0.0971;-0.0137;-0.0040;
475028945194228;0.0330;0.0126;-0.0101;
475028965221959;-0.0800;0.0333;-0.0297;
475028985242959;-0.0006;0.0193;-0.0278;
475029005235959;-0.0214;-0.0058;-0.0168;
475029025245344;-0.0153;-0.0137;-0.0236;
475029045230728;0.0391;0.0126;-0.0370;
475029065232151;-0.0128;0.0168;-0.0352;
475029085227997;-0.0483;0.0065;-0.0291;
475029105219728;0.0427;0.0077;-0.0401;
475029125219805;-0.0868;-0.0088;0.0284;
475029145219882;0.0140;0.0101;-0.0730;
475029165232805;0.0153;0.0394;-0.0205;
475029185233459;-0.0513;0.0003;-0.0480;
475029205227536;-0.0831;-0.0259;0.0302;
475029225240459;0.0275;-0.0259;-0.0132;
475029245220920;0.0122;0.0773;-0.1262;
475029265162767;-0.0751;0.0278;-0.0480;
475029285227728;-0.0110;-0.0455;0.0314;
475029305218997;0.0684;-0.0247;-0.0120;
475029325222728;0.0177;0.0083;-0.0547;
475029345224997;-0.0367;0.0339;-0.0645;
475029365226497;0.0550;-0.0070;-0.0132;
475029385231266;0.0800;-0.0107;-0.0358;
475029405219228;-0.1533;0.0174;-0.0358;
475029425154690;-0.0428;-0.0119;0.0113;
475029445258228;0.1374;-0.0229;-0.0480;
475029465230036;0.0311;0.0327;-0.0309;
475029485242997;-0.1405;0.0425;-0.0987;
475029505226382;-0.0709;0.0083;0.0180;
475029525225689;0.2236;-0.0406;-0.0028;
475029545228382;-0.0904;0.0400;-0.0346;
475029565248805;-0.1069;0.0193;-0.0492;
475029585232189;0.0183;0.0217;-0.0046;
475029605222497;0.0629;-0.0595;0.0082;
475029625222843;-0.0758;-0.0107;0.0235;
475029645224420;0.0195;0.0144;-0.0303;
475029665253805;0.1173;-0.0076;-0.0382;
475029685244882;0.0030;0.0052;-0.0352;
475029705217843;-0.0709;-0.0070;-0.0181;
475029725146420;-0.0202;-0.0278;-0.0046;
475029749268651;0.0953;0.0278;-0.0468;
475029766527382;-0.0348;0.0303;-0.0498;
475029785552074;-0.0538;-0.0369;0.0436;
475029805155766;0.0348;-0.0271;-0.0126;
475029826178535;-0.0183;0.0126;-0.0168;
475029845179651;-0.0568;0.0010;-0.0462;
475029865175728;0.0513;0.0126;-0.0278;
475029885128151;0.0611;0.0028;0.0039;
475029905148189;-0.0538;0.0095;-0.0431;
475029925208574;-0.0135;0.0156;-0.0364;
475029945205228;0.1002;-0.0180;0.0394;
475029965223420;-0.1197;0.0010;-0.0260;
475029985222074;-0.1582;0.0242;-0.0181;
475030005222574;0.1301;-0.0058;-0.0468;
475030025222151;0.0770;-0.0381;0.0809;
475030045222497;-0.0464;-0.0296;-0.0358;
475030065224958;-0.0965;0.0468;-0.0364;
475030085225035;0.1527;-0.0375;-0.0217;
475030105220458;0.0837;-0.0094;0.0296;
475030125225727;-0.2376;-0.0064;-0.0749;
475030145223304;0.0617;-0.0052;-0.0101;
475030165228612;0.1753;-0.0009;0.0033;
475030185236420;-0.1729;-0.0149;0.0106;
475030205224958;-0.1118;-0.0009;0.0015;
475030225150304;0.1038;-0.0100;0.0100;
475030245223997;0.1967;-0.0601;0.0235;
475030265222612;-0.1069;-0.0284;0.0088;
475030285244766;-0.1485;0.0095;-0.0248;
475030305221804;0.2364;-0.0027;-0.0071;
475030325221920;0.0959;-0.0119;-0.0101;
475030345220612;-0.3048;-0.0180;0.0235;
475030365226266;-0.0959;0.0119;-0.0621;
475030385231073;0.1551;0.0303;0.0088;
475030405228497;-0.1741;-0.0687;-0.0199;
475030425240073;-0.2511;0.0156;-0.0083;
475030445241458;0.1283;0.0138;-0.1134;
475030465248996;0.1515;0.0003;0.0125;
475030485239343;-0.1216;-0.0436;-0.0462;
475030505221304;-0.1405;0.0113;-0.0199;
475030525219612;0.1222;0.0126;-0.1329;
475030545226035;0.1411;-0.0186;0.0302;
475030565243650;-0.0312;-0.0534;-0.0321;
475030585224650;-0.0874;0.0327;-0.0401;
475030605222689;0.1081;-0.0455;-0.0126;
475030625225766;0.1716;-0.0400;0.0027;
475030645223958;-0.1692;0.0144;-0.0272;
475030665234881;-0.0018;-0.0412;-0.0333;
475030685149304;0.2230;-0.0632;0.0455;
475030705153304;0.1008;-0.0876;-0.0492;
475030725228035;-0.2199;0.0003;0.0394;
475030748117958;0.0556;-0.0253;-0.1274;
475030765162035;0.1142;-0.0296;0.0583;
475030785142150;-0.0898;-0.0974;-0.0028;
475030805149189;-0.1313;-0.0577;0.0015;
475030825172612;0.0482;-0.0119;-0.0920;
475030845124189;-0.0434;-0.0113;-0.0761;
475030865170958;-0.1216;-0.1243;0.0607;
475030885235150;0.0018;-0.0137;-0.1183;
475030905155996;-0.1350;0.0003;-0.0168;
475030925236688;-0.0654;-0.1072;0.0051;
475030945219304;-0.0367;-0.0785;-0.0040;
475030965221958;-0.0037;-0.0626;-0.0584;
475030985230111;-0.0544;-0.0467;-0.0052;
475031005229419;0.0226;-0.0846;-0.0364;
475031025242073;0.0238;-0.0791;0.0558;
475031045236342;0.0342;-0.0797;-0.0468;
475031065236227;0.0024;-0.0699;-0.0083;
475031085225419;-0.0031;-0.1023;0.0247;
475031105228727;0.0287;-0.0681;-0.0352;
475031125208842;0.0501;-0.0717;-0.0449;
475031145201727;0.0318;-0.0992;0.0106;
475031165192919;0.1918;-0.1047;0.0259;
475031185150957;0.1277;-0.1188;0.0461;
475031205230957;0.1228;-0.0754;-0.0211;
475031225220034;0.1759;-0.0974;0.0290;
475031245228150;0.2077;-0.1218;0.0222;
475031265220996;-0.0147;-0.0614;-0.0529;
475031285218996;0.0617;-0.0950;-0.0181;
475031305239650;0.0965;-0.1615;0.0479;
475031325223804;0.1338;-0.0815;-0.0529;
475031345222496;-0.1515;-0.0528;-0.1073;
475031365221150;-0.1778;-0.1304;0.0467;
475031385222419;0.0037;-0.1505;0.0271;
475031405222996;-0.2315;-0.1591;0.0100;
475031425221611;-0.1546;-0.1017;-0.0364;
475031445222957;-0.0959;-0.1408;-0.0352;
475031465224880;-0.1662;-0.1536;0.0027;
475031485222919;0.0556;-0.1408;-0.0407;
475031505248496;-0.0183;-0.1951;0.0143;
475031525142842;-0.1821;-0.1512;-0.0431;
475031545217303;0.0513;-0.0650;-0.1274;
475031565217765;0.3268;-0.1731;-0.0633;
475031585223034;-0.0464;-0.1866;0.0632;
475031605215534;-0.1081;-0.1683;-0.0779;
475031625216880;-0.0018;-0.0852;-0.0346;
475031645218342;0.2498;-0.1310;0.0375;
475031665222111;-0.0703;-0.1756;-0.0028;
475031685222765;-0.1466;-0.0656;-0.0651;
475031705258919;0.1289;-0.0858;-0.0767;
475031725217072;0.2052;-0.2208;0.1346;
475031747581380;-0.0373;-0.1915;0.0277;
475031766656957;-0.0684;-0.0388;-0.0950;
475031785158265;0.0751;-0.0797;-0.1280;
475031805317457;0.1020;-0.1676;0.0626;
475031825125919;-0.0312;-0.1567;-0.0474;
475031845171072;-0.1753;-0.0766;-0.0908;
475031865172072;0.1399;-0.1151;-0.0981;
475031885170688;0.0287;-0.1121;-0.0981;
475031905225111;-0.1790;-0.0992;-0.0621;
475031925217457;0.0562;-0.0748;-0.1280;
475031945229188;0.1332;-0.1273;0.0760;
475031965219034;-0.0385;-0.1762;0.0760;
475031985224688;-0.2004;-0.0950;-0.0285;
475032005227765;0.1277;-0.1212;-0.0682;
475032025234534;0.3195;-0.1493;0.0131;
475032045235765;0.0159;-0.1762;0.0088;
475032065237611;-0.1637;-0.0962;-0.0394;
475032085151418;0.1124;-0.1066;-0.0608;
475032105246918;0.2339;-0.1835;0.1041;
475032125237688;-0.1949;-0.0895;-0.0492;
475032145228572;0.0342;-0.1383;0.0308;
475032165143380;0.2498;-0.1774;0.0681;
475032185226188;-0.0373;-0.0852;-0.0553;
475032205147649;-0.2297;-0.0650;-0.0590;
475032225222572;0.0006;-0.1377;0.0039;
475032245224957;0.1032;-0.1316;0.0094;
475032265247264;-0.1161;-0.1212;0.0045;
475032285225457;-0.0177;-0.1744;0.0723;
475032305229726;-0.0330;-0.1982;0.0222;
475032325158687;-0.0257;-0.0717;-0.0639;
475032345206803;-0.0312;-0.0846;-0.1066;
475032365197072;0.0311;-0.1707;0.0394;
475032385223649;-0.0782;-0.1298;0.0284;
475032405229649;-0.0208;-0.1041;-0.1066;
475032425228149;-0.0489;-0.1267;0.0772;
475032445240687;0.0672;-0.1762;-0.0199;
475032465237726;-0.1179;-0.0778;-0.0217;
475032485151341;-0.0593;-0.1127;-0.0767;
475032505236110;0.0696;-0.1505;0.0644;
475032525227803;0.0495;-0.2165;0.0131;
475032545228803;-0.1100;-0.1078;-0.0138;
475032565226803;0.0171;-0.1347;-0.0511;
475032585159380;0.0965;-0.1389;-0.0101;
475032605228803;-0.0819;-0.1542;-0.0181;
475032625219803;-0.0403;-0.1279;-0.0663;
475032645228495;0.0690;-0.1322;-0.0095;
475032665225956;-0.0275;-0.1047;-0.0468;
475032685223956;-0.0751;-0.0913;-0.0743;
475032705251918;0.0311;-0.1609;0.0540;
475032725150226;0.1161;-0.2000;0.0491;
475032745203572;-0.0092;-0.1316;-0.0315;
475032765155264;-0.0623;-0.0888;-0.0602;
475032785201303;0.0880;-0.1286;-0.0168;
475032805144687;0.0928;-0.1597;0.0571;
475032825209341;0.0085;-0.1793;-0.0052;
475032845185802;0.0342;-0.1414;-0.0004;
475032865188495;0.0421;-0.1322;-0.0248;
475032885186379;-0.0403;-0.0968;-0.0340;
475032905188726;-0.0122;-0.1603;0.0345;
475032925189418;0.0825;-0.1658;0.0461;
475032945183072;-0.0006;-0.1249;-0.0321;
475032965180495;-0.0794;-0.1194;-0.0272;
475032985184995;0.0140;-0.1340;-0.0309;
475033005131033;0.1619;-0.1188;0.0009;
475033025149802;-0.0330;-0.1854;0.0736;
475033045160956;-0.0587;-0.1542;0.0149;
475033065161918;0.0244;-0.0882;-0.0511;
475033085160418;0.0311;-0.1664;0.0540;
475033105221110;-0.0183;-0.1854;0.0308;
475033125287187;-0.0764;-0.0705;-0.0669;
475033145218571;0.0800;-0.1426;0.0418;
475033165218918;0.0318;-0.2226;0.0656;
475033185228610;-0.1460;-0.1707;0.0357;
475033205227841;0.0733;-0.0357;-0.1207;
475033225221302;0.1063;-0.1212;0.0051;
475033245146956;-0.0055;-0.2416;0.1261;
475033265220841;-0.1491;-0.1609;0.0259;
475033285225341;0.0977;-0.0809;-0.0675;
475033305218110;0.2168;-0.1182;0.0265;
475033325233456;-0.0800;-0.2330;0.0748;
475033345226571;-0.0898;-0.1414;0.0412;
475033365216533;0.1173;-0.0693;-0.0761;
475033385223571;0.0079;-0.1970;0.1145;
475033405148879;-0.1888;-0.1756;0.0558;
475033425223764;-0.0147;-0.0937;-0.0364;
475033445223187;0.1900;-0.1194;0.0033;
475033465227340;0.0183;-0.1664;0.0015;
475033485228071;-0.1649;-0.1597;0.0467;
475033505229110;-0.0196;-0.1450;-0.0504;
475033525247764;0.1631;-0.1163;-0.0199;
475033545217648;0.0617;-0.1188;-0.0132;
475033565213763;-0.1295;-0.1738;0.0430;
475033585220533;-0.0776;-0.2012;0.0620;
475033605230379;0.1057;-0.1066;-0.0517;
475033625219494;-0.0587;-0.1347;0.0180;
475033645169263;-0.1265;-0.1567;0.0577;
475033665222840;0.0293;-0.0778;-0.0645;
475033685224610;0.1240;-0.1108;-0.0126;
475033705221917;-0.0086;-0.1560;0.0711;
475033725278417;-0.1167;-0.1823;0.0571;
475033748650956;0.0293;-0.1121;-0.0627;
475033766611533;0.1362;-0.0986;-0.0602;
475033785147148;0.0214;-0.1780;0.1072;
475033805155648;-0.0855;-0.1878;0.0748;
475033826056609;0.0110;-0.0943;-0.0584;
475033845128917;0.1228;-0.1249;-0.0113;
475033865176148;-0.0281;-0.1505;0.0290;
475033885226994;-0.1069;-0.1426;0.0675;
475033905224379;0.0727;-0.1139;-0.0596;
475033925263109;-0.0238;-0.1182;0.0339;
475033945154263;-0.0800;-0.1896;0.0479;
475033965146032;-0.0037;-0.1267;-0.0138;
475033985225071;0.1075;-0.0846;-0.0675;
475034005231417;0.0049;-0.1249;-0.0071;
475034025219917;-0.0055;-0.1902;0.0620;
475034045223225;0.1136;-0.1560;0.0308;
475034065218840;0.0880;-0.1005;-0.0517;
475034085220725;0.0098;-0.1475;0.0308;
475034105220186;0.0165;-0.1805;0.0974;
475034125232571;0.0421;-0.1053;-0.0523;
475034145255263;-0.0855;-0.0980;-0.0217;
475034165149571;0.0165;-0.1988;0.0705;
475034185218225;0.1924;-0.1927;0.0760;
475034205220648;0.0605;-0.0656;-0.0853;
475034225218340;-0.1808;-0.1114;0.0076;
475034245227955;0.0409;-0.2409;0.1108;
475034265233994;0.2572;-0.1151;-0.0052;
475034285233263;-0.1112;-0.0852;-0.0730;
475034305162455;-0.1918;-0.1609;0.0742;
475034325270801;0.2211;-0.1683;0.0296;
475034345223378;0.2089;-0.1487;0.0467;
475034365224109;-0.0721;-0.1133;-0.0431;
475034385228571;-0.0306;-0.1731;0.0687;
475034405228494;0.2339;-0.1890;0.0381;
475034425226186;0.0837;-0.0974;-0.0370;
475034445238724;-0.2609;-0.1151;-0.0022;
475034465241224;-0.1032;-0.1872;0.0589;
475034485223609;0.1484;-0.1340;-0.0248;
475034505240686;0.0501;-0.1212;-0.0236;
475034525222878;-0.2382;-0.1878;0.0626;
475034545228070;-0.0868;-0.1469;0.0491;
475034565229109;0.1857;-0.1591;-0.0468;
475034585225070;0.0672;-0.1047;-0.0291;
475034605219301;-0.1081;-0.0748;-0.0517;
475034625219686;0.0269;-0.1438;0.0412;
475034645224263;0.1215;-0.1524;0.0027;
475034665226724;-0.0281;-0.1420;-0.0370;
475034685237724;-0.0910;-0.0540;0.0137;
475034705221955;0.0476;-0.2196;0.0320;
475034725738686;0.2620;-0.2385;0.1175;
475034745221840;0.0195;-0.0931;-0.0107;
475034770432455;0.0092;-0.1023;-0.0486;
475034805351763;0.2101;-0.2367;0.1585;
475034825136378;-0.1087;-0.0559;-0.1097;
475034845178032;-0.3629;-0.0901;-0.0590;
475034865179955;0.0898;-0.2006;0.1084;
475034885177493;0.3121;-0.1347;-0.0944;
475034905178301;-0.4374;0.0217;-0.1366;
475034925174378;-0.4490;-0.0785;-0.0425;
475034945180416;0.5076;-0.2086;0.0913;
475034965179224;0.2333;-0.2562;0.1157;
475034985173493;-0.4020;-0.0644;-0.0462;
475035005179032;-0.3897;0.0211;-0.1537;
475035025221724;0.3518;-0.0864;-0.0468;
475035045224801;0.5553;-0.2037;0.0455;
475035065227378;-0.2663;-0.1212;0.0235;
475035085219609;-0.4832;-0.0039;-0.1842;
475035105222647;0.2737;-0.0107;-0.1121;
475035125226070;0.1423;-0.1603;0.0155;
475035145255685;-0.4673;-0.0607;-0.0730;
475035165239839;-0.1552;-0.0259;-0.1409;
475035185231416;0.4294;-0.0778;-0.0553;
475035205218955;0.1710;-0.1615;-0.0138;
475035225221493;-0.3739;-0.0577;-0.0902;
475035245146647;-0.1069;0.0602;-0.2410;
475035265222378;0.2816;0.0425;-0.1170;
475035285225685;0.1112;-0.1157;0.0320;
475035305228916;-0.2767;-0.1017;0.1255;
475035325156955;-0.2309;-0.0852;0.0076;
475035345173147;0.3641;-0.1157;0.0387;
475035365154185;-0.1448;-0.0406;0.0137;
475035385147724;-0.3177;-0.0644;-0.1109;
475035405217262;0.1924;0.1317;-0.0602;
475035425221224;-0.2700;-0.0467;-0.1500;
475035445234954;-0.0232;-0.1310;0.2367;
475035465255647;0.0855;-0.0858;-0.0022;
475035485251185;-0.2297;0.0205;-0.0498;
475035505238685;-0.1405;0.0578;-0.1207;
475035525250647;-0.3433;-0.0669;0.1432;
475035545257301;0.7562;-0.1530;-0.0217;
475035565222224;-0.5028;0.0425;0.0369;
475035585177839;-0.4215;0.0425;-0.0975;
475035605218108;0.2529;0.0058;0.0662;
475035625222377;-0.0507;-0.0620;-0.0633;
475035645225300;-0.6255;0.0865;-0.0529;
475035665164839;0.0501;-0.0149;-0.0504;
475035685224377;0.4276;-0.1090;0.1194;
475035705217570;-0.1216;-0.0882;0.0668;
475035725221531;-0.3494;0.0736;-0.0938;
475035747582493;0.0898;0.0107;0.0155;
475035765525070;0.3793;-0.0895;0.0650;
475035785143108;0.0531;-0.0895;-0.0095;
475035805134339;-0.2755;0.0333;-0.0675;
475035825144762;0.1283;-0.0174;0.0675;
475035845122993;0.3476;-0.0559;-0.0016;
475035865172954;0.0146;0.0333;-0.0816;
475035885171916;-0.1540;0.0364;-0.0107;
475035905195262;0.1765;-0.0583;0.0723;
475035925199916;0.0928;-0.0357;0.0351;
475035945225339;-0.1155;0.0859;-0.1299;
475035965256146;0.0238;0.1097;-0.0822;
475035985239993;0.0916;0.0162;-0.0156;
475036005226454;-0.0819;-0.0155;0.0839;
475036025154146;-0.0519;-0.0045;-0.0022;
475036045228646;0.1472;0.0969;-0.0871;
475036065230339;-0.0232;0.0352;-0.0107;
475036085219723;-0.1692;-0.0278;0.0870;
475036105222569;-0.0128;0.0083;0.0064;
475036125229416;0.2712;0.0627;-0.0700;
475036145237685;-0.2291;-0.0052;0.0528;
475036165233262;-0.1368;-0.0210;0.0473;
475036185218608;0.2046;-0.0143;0.0290;
475036205216415;0.0635;-0.0064;-0.0052;
475036225215723;-0.1845;0.0633;-0.0132;
475036245221569;-0.0080;-0.0339;0.0589;
475036265223992;0.1631;-0.0473;0.0589;
475036285219031;-0.0684;0.0413;-0.0242;
475036305222300;-0.1869;0.0352;-0.0022;
475036325215185;0.0684;-0.0119;0.0534;
475036345216877;0.0861;-0.0363;0.0320;
475036365221608;-0.2535;0.0193;-0.0046;
475036385229261;0.0116;0.0144;-0.0480;
475036405220338;0.1851;-0.0009;-0.0010;
475036425214569;-0.1423;-0.0186;0.0473;
475036445225838;-0.2095;0.0193;-0.0333;
475036465235877;0.1417;0.0174;-0.0376;
475036485227761;0.1270;-0.0137;0.0284;
475036505228108;-0.1759;-0.0320;0.0051;
475036525227569;-0.0244;0.0138;-0.0016;
475036545226800;0.1613;0.0181;-0.0614;
475036565379800;0.0831;-0.0027;0.0113;
475036585148261;-0.1466;-0.0259;0.0241;
475036605214569;0.0385;-0.0076;-0.0236;
475036625221300;0.1038;0.0297;-0.0004;
475036645214915;-0.1448;-0.0186;0.0161;
475036665221800;0.0098;0.0278;0.0045;
475036685219877;0.1435;0.0138;-0.0205;
475036705223646;0.0049;0.0248;-0.0004;
475036725223646;-0.1448;0.0242;-0.0034;
475036745781877;0.0140;0.0003;0.0229;
475036765177146;0.1203;0.0126;-0.0107;
475036785153992;-0.0929;0.0217;-0.0162;
475036805147261;-0.0751;0.0095;0.0277;
475036825214069;0.0947;0.0119;-0.0401;
475036845182646;0.0055;0.0413;-0.0016;
475036865180530;-0.1222;-0.0119;0.0308;
475036885219030;0.0544;0.0022;-0.0077;
475036905225530;0.0922;-0.0009;-0.0187;
475036925228453;-0.0776;-0.0241;0.0546;
475036945236838;-0.0635;0.0052;-0.0168;
475036965242146;0.1142;0.0278;-0.0120;
475036985233569;0.0672;-0.0229;0.0210;
475037005139723;-0.1197;-0.0388;0.0772;
475037025225299;-0.0574;-0.0620;0.0412;
475037045225184;0.0989;0.0101;-0.0059;
475037065220569;0.0690;0.0119;-0.0382;
475037085226838;-0.0244;-0.0430;0.0583;
475037105220953;-0.1063;0.0016;-0.0187;
475037125219030;0.1203;-0.0180;-0.0181;
475037145221569;0.0263;-0.0540;0.0277;
475037165241915;-0.0391;-0.0479;0.0394;
475037185229992;-0.0629;-0.0216;-0.0541;
475037205244376;0.0073;0.0156;-0.0236;
475037225220338;0.0153;-0.0253;0.0003;
475037245217838;-0.0238;-0.0418;0.0632;
475037265234184;-0.0605;-0.0143;-0.0168;
475037285216799;-0.0935;0.0199;-0.0669;
475037305220645;-0.0330;-0.0174;0.0131;
475037325227222;-0.0556;-0.0406;0.0222;
475037345243376;0.0104;-0.0284;0.0009;
475037365205107;-0.0776;0.0144;-0.0394;
475037385221530;-0.0257;-0.0009;-0.0175;
475037405145953;0.0977;-0.0589;0.0546;
475037425137645;0.0635;-0.0247;0.0210;
475037445221030;-0.0550;0.0193;-0.0425;
475037465221645;-0.0629;0.0016;-0.0181;
475037485240030;0.0727;-0.0424;0.0540;
475037505246645;0.0647;-0.0546;0.0204;
475037525245415;-0.0403;0.0095;-0.0376;
475037545243107;-0.0287;-0.0168;0.0027;
475037565146799;0.0537;-0.0436;0.0277;
475037585208568;0.1093;-0.0131;-0.0028;
475037605228838;-0.0043;0.0187;-0.0181;
475037625222645;-0.0306;-0.0216;0.0143;
475037645215761;0.1002;-0.0345;0.0161;
475037665216299;0.0544;0.0199;-0.0309;
475037685215030;-0.1051;0.0022;-0.0321;
475037705214914;0.0250;-0.0137;0.0448;
475037725222261;0.0440;-0.0088;-0.0492;
475037745162299;0.0299;0.0205;-0.0028;
475037765146491;-0.0666;-0.0296;-0.0034;
475037785781260;0.0348;0.0010;-0.0059;
475037805187376;0.0611;0.0291;-0.0223;
475037825169453;-0.0868;-0.0229;-0.0303;
475037845184607;-0.0165;-0.0039;0.0125;
475037865131068;0.0391;0.0278;-0.0101;
475037885248645;-0.0868;-0.0369;-0.0040;
475037905225107;0.0128;0.0052;0.0253;
475037925223953;0.0055;0.0236;-0.0553;
475037945239145;0.0195;0.0046;0.0125;
475037965221106;-0.0458;-0.0369;0.0394;
475037985248837;-0.0385;-0.0052;0.0003;
475038005242991;-0.0220;0.0321;-0.0566;
475038025208491;0.0947;0.0022;0.0003;
475038045224530;0.0171;-0.0497;0.0467;
475038065223376;-0.0849;0.0266;-0.0199;
475038085222568;0.0403;0.0407;-0.0278;
475038105220837;0.1246;-0.0595;0.0577;
475038125153453;-0.0330;0.0022;0.0247;
475038145229376;-0.0428;0.0315;-0.0321;
475038165222953;0.1203;0.0162;0.0204;
475038185223837;0.0788;-0.0100;0.0332;
475038205156337;-0.1118;0.0174;0.0003;
475038225231529;-0.1259;0.0486;-0.0321;
475038245221068;-0.0183;0.0010;-0.0034;
475038265221606;0.0110;0.0040;0.0436;
475038285221722;-0.1014;0.0046;-0.0095;
475038305220568;-0.0672;0.0077;0.0009;
475038325221722;-0.0837;0.0181;-0.0315;
475038345222299;-0.0037;0.0058;0.0125;
475038365225799;-0.0196;-0.0155;0.0174;
475038385219183;-0.0843;0.0022;-0.0340;
475038405229568;-0.0251;0.0303;-0.0388;
475038425218760;-0.0049;0.0040;0.0058;
475038445224414;0.0098;-0.0247;0.0369;
475038465224798;-0.0367;0.0119;-0.0352;
475038485221606;-0.0580;0.0431;-0.0333;
475038505222452;0.0043;0.0162;-0.0193;
475038525227875;-0.0165;0.0034;0.0320;
475038545223106;-0.0892;-0.0265;-0.0150;
475038565230875;-0.0177;0.0559;-0.0413;
475038585258760;-0.0330;0.0321;-0.0309;
475038605146991;0.0611;-0.0485;-0.0150;
475038625230029;-0.0220;0.0010;0.0277;
475038645222221;0.0586;-0.0186;-0.0517;
475038665221952;0.1258;0.0370;0.0082;
475038685220260;0.0556;-0.0369;-0.0248;
475038705218606;-0.0587;-0.0137;0.0729;
475038725214798;0.0104;0.0095;-0.0749;
475038755857221;0.1130;-0.0058;-0.0193;
475038785155260;-0.0800;0.0162;0.0045;
475038805126991;0.0250;-0.0192;-0.0205;
475038825178260;0.1014;0.0162;-0.0040;
475038845172721;-0.0428;0.0364;-0.0352;
475038865176260;0.0293;-0.0497;0.0222;
475038885175875;0.0544;-0.0235;0.0253;
475038905175529;0.0403;0.0272;-0.0498;
475038925222837;-0.0428;-0.0027;-0.0004;
475038945222567;-0.0147;0.0052;-0.0083;
475038965222529;0.0049;-0.0003;-0.0132;
475038985221221;0.0751;-0.0149;0.0326;
475039005237567;-0.0153;0.0132;-0.0303;
475039025228260;-0.0861;0.0132;-0.0376;
475039045220875;-0.0446;-0.0259;0.0058;
475039065227836;0.1106;-0.0375;0.0687;
475039085225183;0.0092;0.0119;-0.0456;
475039105217836;-0.0361;0.0297;-0.0419;
475039125216606;0.0049;-0.0155;0.0100;
475039145228336;0.1759;-0.0388;0.0729;
475039165227567;-0.0354;-0.0021;-0.0315;
475039185221798;-0.1167;0.0297;-0.0266;
475039205243375;0.0116;-0.0003;0.0027;
475039225163606;0.0733;-0.0461;0.0418;
475039245226183;0.0391;-0.0058;-0.0120;
475039265229182;-0.0959;0.0364;-0.0498;
475039285226567;-0.0189;0.0028;0.0094;
475039305229336;0.0935;-0.0192;0.0235;
475039325221029;0.0544;-0.0003;-0.0101;
475039345221529;-0.0318;-0.0039;0.0100;
475039365226605;-0.0367;0.0187;-0.0358;
475039385223144;0.0208;0.0058;0.0106;
475039405217798;0.0293;-0.0125;-0.0089;
475039425219182;-0.0666;0.0058;0.0051;
475039445224259;-0.0550;-0.0045;-0.0065;
475039465217682;0.0806;0.0089;-0.0278;
475039485217644;0.0379;0.0284;-0.0168;
475039505221682;-0.1051;0.0223;-0.0266;
475039525225490;-0.0165;0.0046;0.0137;
475039545206836;0.0458;-0.0381;0.0522;
475039565199952;-0.0617;0.0046;-0.0217;
475039585223298;-0.0929;0.0382;-0.0260;
475039605216605;0.0831;-0.0516;0.0589;
475039625223605;-0.0525;-0.0015;-0.0040;
475039645240798;-0.0690;0.0168;-0.0517;
475039665218644;0.0281;0.0181;0.0021;
475039685217067;0.0281;-0.0510;0.0332;
475039705216798;-0.0110;-0.0381;0.0589;
475039725229374;-0.1087;0.0291;-0.0975;
475039759878874;0.0892;-0.0467;0.0339;
475039785144951;0.0391;-0.0473;0.0351;
475039805141336;-0.1179;0.0089;-0.0242;
475039825142451;-0.1430;0.0303;-0.0535;
475039845137990;0.0727;-0.0314;0.0455;
475039865169759;0.0189;-0.0485;0.0265;
475039885167490;-0.1491;0.0248;-0.0663;
475039905217605;-0.0434;0.0052;-0.0297;
475039925221297;0.1454;-0.0601;0.0418;
475039945223528;0.0476;-0.0064;-0.0223;
475039965224682;-0.1167;0.0272;-0.0071;
475039985222413;-0.0684;0.0303;-0.0895;
475040005222105;0.0256;-0.0039;0.0259;
475040025222490;-0.0086;-0.0522;0.0363;
475040045157951;0.0446;-0.0418;0.0015;
475040065235836;-0.0550;0.0174;0.0015;
475040085234643;0.0195;0.0003;-0.0248;
475040105237874;0.0782;-0.0730;0.0809;
475040125238643;-0.1136;-0.0326;-0.0101;
475040145234990;-0.0868;0.0822;-0.0639;
475040165252374;0.0201;0.0077;-0.0785;
475040185229297;0.0073;-0.0516;0.1059;
